,path,emotion
8586,data/training\Actor_16\03-02-03-01-01-02-16-manipulated-_positive.wav,positive
8587,data/training\Actor_16\03-02-03-01-01-02-16_positive.wav,positive
8588,data/training\Actor_16\03-02-03-01-02-01-16-manipulated-_positive.wav,positive
8589,data/training\Actor_16\03-02-03-01-02-01-16_positive.wav,positive
8590,data/training\Actor_16\03-02-03-01-02-02-16-converted-manipulated-_positive.wav,positive
8591,data/training\Actor_16\03-02-03-01-02-02-16_positive.wav,positive
8592,data/training\Actor_16\03-02-03-02-01-01-16-converted-manipulated-_positive.wav,positive
8593,data/training\Actor_16\03-02-03-02-01-01-16_positive.wav,positive
8594,data/training\Actor_16\03-02-03-02-01-02-16-manipulated-_positive.wav,positive
8595,data/training\Actor_16\03-02-03-02-01-02-16_positive.wav,positive
8596,data/training\Actor_16\03-02-03-02-02-01-16-manipulated-_positive.wav,positive
8597,data/training\Actor_16\03-02-03-02-02-01-16_positive.wav,positive
8598,data/training\Actor_16\03-02-03-02-02-02-16-converted-manipulated-_positive.wav,positive
8599,data/training\Actor_16\03-02-03-02-02-02-16_positive.wav,positive
8600,data/training\Actor_16\16_02_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8601,data/training\Actor_16\16_02_01_01_dogs-sitting_positive.wav,positive
8602,data/training\Actor_16\16_02_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8603,data/training\Actor_16\16_02_01_01_kids-talking_positive.wav,positive
8604,data/training\Actor_16\16_02_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8605,data/training\Actor_16\16_02_01_02_dogs-sitting_positive.wav,positive
8606,data/training\Actor_16\16_02_01_02_kids-talking-manipulated-_positive.wav,positive
8607,data/training\Actor_16\16_02_01_02_kids-talking_positive.wav,positive
8608,data/training\Actor_16\16_02_02_01_dogs-sitting-manipulated-_positive.wav,positive
8609,data/training\Actor_16\16_02_02_01_dogs-sitting_positive.wav,positive
8610,data/training\Actor_16\16_02_02_01_kids-talking-manipulated-_positive.wav,positive
8611,data/training\Actor_16\16_02_02_01_kids-talking_positive.wav,positive
8612,data/training\Actor_16\16_02_02_02_dogs-sitting-manipulated-_positive.wav,positive
8613,data/training\Actor_16\16_02_02_02_dogs-sitting_positive.wav,positive
8614,data/training\Actor_16\16_02_02_02_kids-talking-manipulated-_positive.wav,positive
8615,data/training\Actor_16\16_02_02_02_kids-talking_positive.wav,positive
8616,data/training\Actor_17\03-02-03-01-01-01-17-manipulated-_positive.wav,positive
8617,data/training\Actor_17\03-02-03-01-01-01-17_positive.wav,positive
8618,data/training\Actor_17\03-02-03-01-01-02-17-converted-manipulated-_positive.wav,positive
8619,data/training\Actor_17\03-02-03-01-01-02-17_positive.wav,positive
8620,data/training\Actor_17\03-02-03-01-02-01-17-manipulated-_positive.wav,positive
8621,data/training\Actor_17\03-02-03-01-02-01-17_positive.wav,positive
8622,data/training\Actor_17\03-02-03-01-02-02-17-converted-manipulated-_positive.wav,positive
8623,data/training\Actor_17\03-02-03-01-02-02-17_positive.wav,positive
8624,data/training\Actor_17\03-02-03-02-01-01-17-converted-manipulated-_positive.wav,positive
8625,data/training\Actor_17\03-02-03-02-01-01-17_positive.wav,positive
8626,data/training\Actor_17\03-02-03-02-01-02-17-converted-manipulated-_positive.wav,positive
8627,data/training\Actor_17\03-02-03-02-01-02-17_positive.wav,positive
8628,data/training\Actor_17\03-02-03-02-02-01-17-converted-manipulated-_positive.wav,positive
8629,data/training\Actor_17\03-02-03-02-02-01-17_positive.wav,positive
8630,data/training\Actor_17\03-02-03-02-02-02-17-converted-manipulated-_positive.wav,positive
8631,data/training\Actor_17\03-02-03-02-02-02-17_positive.wav,positive
8632,data/training\Actor_17\17_02_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8633,data/training\Actor_17\17_02_01_01_dogs-sitting_positive.wav,positive
8634,data/training\Actor_17\17_02_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8635,data/training\Actor_17\17_02_01_01_kids-talking_positive.wav,positive
8636,data/training\Actor_17\17_02_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8637,data/training\Actor_17\17_02_01_02_dogs-sitting_positive.wav,positive
8638,data/training\Actor_17\17_02_01_02_kids-talking-manipulated-_positive.wav,positive
8639,data/training\Actor_17\17_02_01_02_kids-talking_positive.wav,positive
8640,data/training\Actor_17\17_02_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8641,data/training\Actor_17\17_02_02_01_dogs-sitting_positive.wav,positive
8642,data/training\Actor_17\17_02_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8643,data/training\Actor_17\17_02_02_01_kids-talking_positive.wav,positive
8644,data/training\Actor_17\17_02_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8645,data/training\Actor_17\17_02_02_02_dogs-sitting_positive.wav,positive
8646,data/training\Actor_17\17_02_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8647,data/training\Actor_17\17_02_02_02_kids-talking_positive.wav,positive
8648,data/training\Actor_18\18_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8649,data/training\Actor_18\18_01_01_01_dogs-sitting_positive.wav,positive
8650,data/training\Actor_18\18_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8651,data/training\Actor_18\18_01_01_01_kids-talking_positive.wav,positive
8652,data/training\Actor_18\18_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8653,data/training\Actor_18\18_01_01_02_dogs-sitting_positive.wav,positive
8654,data/training\Actor_18\18_01_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8655,data/training\Actor_18\18_01_01_02_kids-talking_positive.wav,positive
8656,data/training\Actor_18\18_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8657,data/training\Actor_18\18_01_02_01_dogs-sitting_positive.wav,positive
8658,data/training\Actor_18\18_01_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8659,data/training\Actor_18\18_01_02_01_kids-talking_positive.wav,positive
8660,data/training\Actor_18\18_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8661,data/training\Actor_18\18_01_02_02_dogs-sitting_positive.wav,positive
8662,data/training\Actor_18\18_01_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8663,data/training\Actor_18\18_01_02_02_kids-talking_positive.wav,positive
8664,data/training\Actor_18\681_18_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8665,data/training\Actor_18\681_18_01_01_01_dogs-sitting_positive.wav,positive
8666,data/training\Actor_18\685_18_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8667,data/training\Actor_18\685_18_01_01_01_kids-talking_positive.wav,positive
8668,data/training\Actor_18\689_18_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8669,data/training\Actor_18\689_18_01_01_02_dogs-sitting_positive.wav,positive
8670,data/training\Actor_18\693_18_01_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8671,data/training\Actor_18\693_18_01_01_02_kids-talking_positive.wav,positive
8672,data/training\Actor_18\697_18_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8673,data/training\Actor_18\697_18_01_02_01_dogs-sitting_positive.wav,positive
8674,data/training\Actor_18\701_18_01_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8675,data/training\Actor_18\701_18_01_02_01_kids-talking_positive.wav,positive
8676,data/training\Actor_18\705_18_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8677,data/training\Actor_18\705_18_01_02_02_dogs-sitting_positive.wav,positive
8678,data/training\Actor_18\709_18_01_02_02_kids-talking-manipulated-_positive.wav,positive
8679,data/training\Actor_18\709_18_01_02_02_kids-talking_positive.wav,positive
8680,data/training\Actor_19\03-02-03-01-01-01-19-converted-manipulated-_positive.wav,positive
8681,data/training\Actor_19\03-02-03-01-01-01-19_positive.wav,positive
8682,data/training\Actor_19\03-02-03-01-01-02-19-converted-manipulated-_positive.wav,positive
8683,data/training\Actor_19\03-02-03-01-01-02-19_positive.wav,positive
8684,data/training\Actor_19\03-02-03-01-02-01-19-converted-manipulated-_positive.wav,positive
8685,data/training\Actor_19\03-02-03-01-02-01-19_positive.wav,positive
8686,data/training\Actor_19\03-02-03-01-02-02-19-manipulated-_positive.wav,positive
8687,data/training\Actor_19\03-02-03-01-02-02-19_positive.wav,positive
8688,data/training\Actor_19\03-02-03-02-01-01-19-manipulated-_positive.wav,positive
8689,data/training\Actor_19\03-02-03-02-01-01-19_positive.wav,positive
8690,data/training\Actor_19\03-02-03-02-01-02-19-converted-manipulated-_positive.wav,positive
8691,data/training\Actor_19\03-02-03-02-01-02-19_positive.wav,positive
8692,data/training\Actor_19\03-02-03-02-02-01-19-manipulated-_positive.wav,positive
8693,data/training\Actor_19\03-02-03-02-02-01-19_positive.wav,positive
8694,data/training\Actor_19\03-02-03-02-02-02-19-manipulated-_positive.wav,positive
8695,data/training\Actor_19\03-02-03-02-02-02-19_positive.wav,positive
8696,data/training\Actor_19\19_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8697,data/training\Actor_19\19_01_01_01_dogs-sitting_positive.wav,positive
8698,data/training\Actor_19\19_01_01_01_kids-talking-manipulated-_positive.wav,positive
8699,data/training\Actor_19\19_01_01_01_kids-talking_positive.wav,positive
8700,data/training\Actor_19\19_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8701,data/training\Actor_19\19_01_01_02_dogs-sitting_positive.wav,positive
8702,data/training\Actor_19\19_01_01_02_kids-talking-manipulated-_positive.wav,positive
8703,data/training\Actor_19\19_01_01_02_kids-talking_positive.wav,positive
8704,data/training\Actor_19\19_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8705,data/training\Actor_19\19_01_02_01_dogs-sitting_positive.wav,positive
8706,data/training\Actor_19\19_01_02_01_kids-talking-manipulated-_positive.wav,positive
8707,data/training\Actor_19\19_01_02_01_kids-talking_positive.wav,positive
8708,data/training\Actor_19\19_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8709,data/training\Actor_19\19_01_02_02_dogs-sitting_positive.wav,positive
8710,data/training\Actor_19\19_01_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8711,data/training\Actor_19\19_01_02_02_kids-talking_positive.wav,positive
8712,data/training\Actor_19\19_02_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8713,data/training\Actor_19\19_02_01_01_dogs-sitting_positive.wav,positive
8714,data/training\Actor_19\19_02_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8715,data/training\Actor_19\19_02_01_01_kids-talking_positive.wav,positive
8716,data/training\Actor_19\19_02_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8717,data/training\Actor_19\19_02_01_02_dogs-sitting_positive.wav,positive
8718,data/training\Actor_19\19_02_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8719,data/training\Actor_19\19_02_01_02_kids-talking_positive.wav,positive
8720,data/training\Actor_19\19_02_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8721,data/training\Actor_19\19_02_02_01_dogs-sitting_positive.wav,positive
8722,data/training\Actor_19\19_02_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8723,data/training\Actor_19\19_02_02_01_kids-talking_positive.wav,positive
8724,data/training\Actor_19\19_02_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8725,data/training\Actor_19\19_02_02_02_dogs-sitting_positive.wav,positive
8726,data/training\Actor_19\19_02_02_02_kids-talking-manipulated-_positive.wav,positive
8727,data/training\Actor_19\19_02_02_02_kids-talking_positive.wav,positive
8728,data/training\Actor_19\713_19_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8729,data/training\Actor_19\713_19_01_01_01_dogs-sitting_positive.wav,positive
8730,data/training\Actor_19\717_19_01_01_01_kids-talking-manipulated-_positive.wav,positive
8731,data/training\Actor_19\717_19_01_01_01_kids-talking_positive.wav,positive
8732,data/training\Actor_19\721_19_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8733,data/training\Actor_19\721_19_01_01_02_dogs-sitting_positive.wav,positive
8734,data/training\Actor_19\725_19_01_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8735,data/training\Actor_19\725_19_01_01_02_kids-talking_positive.wav,positive
8736,data/training\Actor_19\729_19_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8737,data/training\Actor_19\729_19_01_02_01_dogs-sitting_positive.wav,positive
8738,data/training\Actor_19\733_19_01_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8739,data/training\Actor_19\733_19_01_02_01_kids-talking_positive.wav,positive
8740,data/training\Actor_19\737_19_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8741,data/training\Actor_19\737_19_01_02_02_dogs-sitting_positive.wav,positive
8742,data/training\Actor_19\741_19_01_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8743,data/training\Actor_19\741_19_01_02_02_kids-talking_positive.wav,positive
8744,data/training\Actor_20\03-02-03-01-01-01-20-converted-manipulated-_positive.wav,positive
8745,data/training\Actor_20\03-02-03-01-01-01-20_positive.wav,positive
8746,data/training\Actor_20\03-02-03-01-01-02-20-manipulated-_positive.wav,positive
8747,data/training\Actor_20\03-02-03-01-01-02-20_positive.wav,positive
8748,data/training\Actor_20\03-02-03-01-02-01-20-manipulated-_positive.wav,positive
8749,data/training\Actor_20\03-02-03-01-02-01-20_positive.wav,positive
8750,data/training\Actor_20\03-02-03-01-02-02-20-manipulated-_positive.wav,positive
8751,data/training\Actor_20\03-02-03-01-02-02-20_positive.wav,positive
8752,data/training\Actor_20\03-02-03-02-01-01-20-converted-manipulated-_positive.wav,positive
8753,data/training\Actor_20\03-02-03-02-01-01-20_positive.wav,positive
8754,data/training\Actor_20\03-02-03-02-01-02-20-manipulated-_positive.wav,positive
8755,data/training\Actor_20\03-02-03-02-01-02-20_positive.wav,positive
8756,data/training\Actor_20\03-02-03-02-02-01-20-manipulated-_positive.wav,positive
8757,data/training\Actor_20\03-02-03-02-02-01-20_positive.wav,positive
8758,data/training\Actor_20\03-02-03-02-02-02-20-converted-manipulated-_positive.wav,positive
8759,data/training\Actor_20\03-02-03-02-02-02-20_positive.wav,positive
8760,data/training\Actor_20\20_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8761,data/training\Actor_20\20_01_01_01_dogs-sitting_positive.wav,positive
8762,data/training\Actor_20\20_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8763,data/training\Actor_20\20_01_01_01_kids-talking_positive.wav,positive
8764,data/training\Actor_20\20_01_01_02_dogs-sitting-manipulated-_positive.wav,positive
8765,data/training\Actor_20\20_01_01_02_dogs-sitting_positive.wav,positive
8766,data/training\Actor_20\20_01_01_02_kids-talking-manipulated-_positive.wav,positive
8767,data/training\Actor_20\20_01_01_02_kids-talking_positive.wav,positive
8768,data/training\Actor_20\20_01_02_01_dogs-sitting-manipulated-_positive.wav,positive
8769,data/training\Actor_20\20_01_02_01_dogs-sitting_positive.wav,positive
8770,data/training\Actor_20\20_01_02_01_kids-talking-manipulated-_positive.wav,positive
8771,data/training\Actor_20\20_01_02_01_kids-talking_positive.wav,positive
8772,data/training\Actor_20\20_01_02_02_dogs-sitting-manipulated-_positive.wav,positive
8773,data/training\Actor_20\20_01_02_02_dogs-sitting_positive.wav,positive
8774,data/training\Actor_20\20_01_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8775,data/training\Actor_20\20_01_02_02_kids-talking_positive.wav,positive
8776,data/training\Actor_20\761_20_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8777,data/training\Actor_20\761_20_01_01_01_dogs-sitting_positive.wav,positive
8778,data/training\Actor_20\765_20_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8779,data/training\Actor_20\765_20_01_01_01_kids-talking_positive.wav,positive
8780,data/training\Actor_20\769_20_01_01_02_dogs-sitting-manipulated-_positive.wav,positive
8781,data/training\Actor_20\769_20_01_01_02_dogs-sitting_positive.wav,positive
8782,data/training\Actor_20\773_20_01_01_02_kids-talking-manipulated-_positive.wav,positive
8783,data/training\Actor_20\773_20_01_01_02_kids-talking_positive.wav,positive
8784,data/training\Actor_20\777_20_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8785,data/training\Actor_20\777_20_01_02_01_dogs-sitting_positive.wav,positive
8786,data/training\Actor_20\781_20_01_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8787,data/training\Actor_20\781_20_01_02_01_kids-talking_positive.wav,positive
8788,data/training\Actor_20\785_20_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8789,data/training\Actor_20\785_20_01_02_02_dogs-sitting_positive.wav,positive
8790,data/training\Actor_20\789_20_01_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8791,data/training\Actor_20\789_20_01_02_02_kids-talking_positive.wav,positive
8792,data/training\Actor_21\03-02-03-01-01-01-21-manipulated-_positive.wav,positive
8793,data/training\Actor_21\03-02-03-01-01-01-21_positive.wav,positive
8794,data/training\Actor_21\03-02-03-01-01-02-21-converted-manipulated-_positive.wav,positive
8795,data/training\Actor_21\03-02-03-01-01-02-21_positive.wav,positive
8796,data/training\Actor_21\03-02-03-01-02-01-21-converted-manipulated-_positive.wav,positive
8797,data/training\Actor_21\03-02-03-01-02-01-21_positive.wav,positive
8798,data/training\Actor_21\03-02-03-01-02-02-21-converted-manipulated-_positive.wav,positive
8799,data/training\Actor_21\03-02-03-01-02-02-21_positive.wav,positive
8800,data/training\Actor_21\03-02-03-02-01-01-21-converted-manipulated-_positive.wav,positive
8801,data/training\Actor_21\03-02-03-02-01-01-21_positive.wav,positive
8802,data/training\Actor_21\03-02-03-02-01-02-21-manipulated-_positive.wav,positive
8803,data/training\Actor_21\03-02-03-02-01-02-21_positive.wav,positive
8804,data/training\Actor_21\03-02-03-02-02-01-21-converted-manipulated-_positive.wav,positive
8805,data/training\Actor_21\03-02-03-02-02-01-21_positive.wav,positive
8806,data/training\Actor_21\03-02-03-02-02-02-21-manipulated-_positive.wav,positive
8807,data/training\Actor_21\03-02-03-02-02-02-21_positive.wav,positive
8808,data/training\Actor_21\21_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8809,data/training\Actor_21\21_01_01_01_dogs-sitting_positive.wav,positive
8810,data/training\Actor_21\21_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8811,data/training\Actor_21\21_01_01_01_kids-talking_positive.wav,positive
8812,data/training\Actor_21\21_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8813,data/training\Actor_21\21_01_01_02_dogs-sitting_positive.wav,positive
8814,data/training\Actor_21\21_01_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8815,data/training\Actor_21\21_01_01_02_kids-talking_positive.wav,positive
8816,data/training\Actor_21\21_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8817,data/training\Actor_21\21_01_02_01_dogs-sitting_positive.wav,positive
8818,data/training\Actor_21\21_01_02_01_kids-talking-manipulated-_positive.wav,positive
8819,data/training\Actor_21\21_01_02_01_kids-talking_positive.wav,positive
8820,data/training\Actor_21\21_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8821,data/training\Actor_21\21_01_02_02_dogs-sitting_positive.wav,positive
8822,data/training\Actor_21\21_01_02_02_kids-talking-manipulated-_positive.wav,positive
8823,data/training\Actor_21\21_01_02_02_kids-talking_positive.wav,positive
8824,data/training\Actor_21\793_21_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8825,data/training\Actor_21\793_21_01_01_01_dogs-sitting_positive.wav,positive
8826,data/training\Actor_21\797_21_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8827,data/training\Actor_21\797_21_01_01_01_kids-talking_positive.wav,positive
8828,data/training\Actor_21\801_21_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8829,data/training\Actor_21\801_21_01_01_02_dogs-sitting_positive.wav,positive
8830,data/training\Actor_21\805_21_01_01_02_kids-talking-manipulated-_positive.wav,positive
8831,data/training\Actor_21\805_21_01_01_02_kids-talking_positive.wav,positive
8832,data/training\Actor_21\809_21_01_02_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8833,data/training\Actor_21\809_21_01_02_01_dogs-sitting_positive.wav,positive
8834,data/training\Actor_21\813_21_01_02_01_kids-talking-manipulated-_positive.wav,positive
8835,data/training\Actor_21\813_21_01_02_01_kids-talking_positive.wav,positive
8836,data/training\Actor_21\817_21_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8837,data/training\Actor_21\817_21_01_02_02_dogs-sitting_positive.wav,positive
8838,data/training\Actor_21\821_21_01_02_02_kids-talking-manipulated-_positive.wav,positive
8839,data/training\Actor_21\821_21_01_02_02_kids-talking_positive.wav,positive
8840,data/training\Actor_22\03-02-03-01-01-01-22-converted-manipulated-_positive.wav,positive
8841,data/training\Actor_22\03-02-03-01-01-01-22_positive.wav,positive
8842,data/training\Actor_22\03-02-03-01-01-02-22-converted-manipulated-_positive.wav,positive
8843,data/training\Actor_22\03-02-03-01-01-02-22_positive.wav,positive
8844,data/training\Actor_22\03-02-03-01-02-01-22-converted-manipulated-_positive.wav,positive
8845,data/training\Actor_22\03-02-03-01-02-01-22_positive.wav,positive
8846,data/training\Actor_22\03-02-03-01-02-02-22-manipulated-_positive.wav,positive
8847,data/training\Actor_22\03-02-03-01-02-02-22_positive.wav,positive
8848,data/training\Actor_22\03-02-03-02-01-01-22-converted-manipulated-_positive.wav,positive
8849,data/training\Actor_22\03-02-03-02-01-01-22_positive.wav,positive
8850,data/training\Actor_22\03-02-03-02-01-02-22-converted-manipulated-_positive.wav,positive
8851,data/training\Actor_22\03-02-03-02-01-02-22_positive.wav,positive
8852,data/training\Actor_22\03-02-03-02-02-01-22-manipulated-_positive.wav,positive
8853,data/training\Actor_22\03-02-03-02-02-01-22_positive.wav,positive
8854,data/training\Actor_22\03-02-03-02-02-02-22-manipulated-_positive.wav,positive
8855,data/training\Actor_22\03-02-03-02-02-02-22_positive.wav,positive
8856,data/training\Actor_22\22_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8857,data/training\Actor_22\22_01_01_01_dogs-sitting_positive.wav,positive
8858,data/training\Actor_22\22_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8859,data/training\Actor_22\22_01_01_01_kids-talking_positive.wav,positive
8860,data/training\Actor_22\22_01_01_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8861,data/training\Actor_22\22_01_01_02_dogs-sitting_positive.wav,positive
8862,data/training\Actor_22\22_01_01_02_kids-talking-manipulated-_positive.wav,positive
8863,data/training\Actor_22\22_01_01_02_kids-talking_positive.wav,positive
8864,data/training\Actor_22\22_01_02_01_dogs-sitting-manipulated-_positive.wav,positive
8865,data/training\Actor_22\22_01_02_01_dogs-sitting_positive.wav,positive
8866,data/training\Actor_22\22_01_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8867,data/training\Actor_22\22_01_02_01_kids-talking_positive.wav,positive
8868,data/training\Actor_22\22_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8869,data/training\Actor_22\22_01_02_02_dogs-sitting_positive.wav,positive
8870,data/training\Actor_22\22_01_02_02_kids-talking-manipulated-_positive.wav,positive
8871,data/training\Actor_22\22_01_02_02_kids-talking_positive.wav,positive
8872,data/training\Actor_22\825_22_01_01_01_dogs-sitting-manipulated-_positive.wav,positive
8873,data/training\Actor_22\825_22_01_01_01_dogs-sitting_positive.wav,positive
8874,data/training\Actor_22\829_22_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8875,data/training\Actor_22\829_22_01_01_01_kids-talking_positive.wav,positive
8876,data/training\Actor_22\833_22_01_01_02_dogs-sitting-manipulated-_positive.wav,positive
8877,data/training\Actor_22\833_22_01_01_02_dogs-sitting_positive.wav,positive
8878,data/training\Actor_22\837_22_01_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8879,data/training\Actor_22\837_22_01_01_02_kids-talking_positive.wav,positive
8880,data/training\Actor_22\841_22_01_02_01_dogs-sitting-manipulated-_positive.wav,positive
8881,data/training\Actor_22\841_22_01_02_01_dogs-sitting_positive.wav,positive
8882,data/training\Actor_22\845_22_01_02_01_kids-talking-converted-manipulated-_positive.wav,positive
8883,data/training\Actor_22\845_22_01_02_01_kids-talking_positive.wav,positive
8884,data/training\Actor_22\849_22_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8885,data/training\Actor_22\849_22_01_02_02_dogs-sitting_positive.wav,positive
8886,data/training\Actor_22\853_22_01_02_02_kids-talking-converted-manipulated-_positive.wav,positive
8887,data/training\Actor_22\853_22_01_02_02_kids-talking_positive.wav,positive
8888,data/training\Actor_23\03-02-03-01-01-01-23-converted-manipulated-_positive.wav,positive
8889,data/training\Actor_23\03-02-03-01-01-01-23_positive.wav,positive
8890,data/training\Actor_23\03-02-03-01-01-02-23-converted-manipulated-_positive.wav,positive
8891,data/training\Actor_23\03-02-03-01-01-02-23_positive.wav,positive
8892,data/training\Actor_23\03-02-03-01-02-01-23-converted-manipulated-_positive.wav,positive
8893,data/training\Actor_23\03-02-03-01-02-01-23_positive.wav,positive
8894,data/training\Actor_23\03-02-03-01-02-02-23-converted-manipulated-_positive.wav,positive
8895,data/training\Actor_23\03-02-03-01-02-02-23_positive.wav,positive
8896,data/training\Actor_23\03-02-03-02-01-01-23-manipulated-_positive.wav,positive
8897,data/training\Actor_23\03-02-03-02-01-01-23_positive.wav,positive
8898,data/training\Actor_23\03-02-03-02-01-02-23-converted-manipulated-_positive.wav,positive
8899,data/training\Actor_23\03-02-03-02-01-02-23_positive.wav,positive
8900,data/training\Actor_23\03-02-03-02-02-01-23-manipulated-_positive.wav,positive
8901,data/training\Actor_23\03-02-03-02-02-01-23_positive.wav,positive
8902,data/training\Actor_23\03-02-03-02-02-02-23-converted-manipulated-_positive.wav,positive
8903,data/training\Actor_23\03-02-03-02-02-02-23_positive.wav,positive
8904,data/training\Actor_23\23_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8905,data/training\Actor_23\23_01_01_01_dogs-sitting_positive.wav,positive
8906,data/training\Actor_23\23_01_01_01_kids-talking-converted-manipulated-_positive.wav,positive
8907,data/training\Actor_23\23_01_01_01_kids-talking_positive.wav,positive
8908,data/training\Actor_23\23_01_01_02_dogs-sitting-manipulated-_positive.wav,positive
8909,data/training\Actor_23\23_01_01_02_dogs-sitting_positive.wav,positive
8910,data/training\Actor_23\23_01_01_02_kids-talking-converted-manipulated-_positive.wav,positive
8911,data/training\Actor_23\23_01_01_02_kids-talking_positive.wav,positive
8912,data/training\Actor_23\23_01_02_01_dogs-sitting-manipulated-_positive.wav,positive
8913,data/training\Actor_23\23_01_02_01_dogs-sitting_positive.wav,positive
8914,data/training\Actor_23\23_01_02_01_kids-talking-manipulated-_positive.wav,positive
8915,data/training\Actor_23\23_01_02_01_kids-talking_positive.wav,positive
8916,data/training\Actor_23\23_01_02_02_dogs-sitting-converted-manipulated-_positive.wav,positive
8917,data/training\Actor_23\23_01_02_02_dogs-sitting_positive.wav,positive
8918,data/training\Actor_23\23_01_02_02_kids-talking-manipulated-_positive.wav,positive
8919,data/training\Actor_23\23_01_02_02_kids-talking_positive.wav,positive
8920,data/training\Actor_23\857_23_01_01_01_dogs-sitting-converted-manipulated-_positive.wav,positive
8921,data/training\Actor_23\857_23_01_01_01_dogs-sitting_positive.wav,positive
8922,data/training\Actor_23\861_23_01_01_01_kids-talking-manipulated-_positive.wav,positive
8923,data/training\Actor_23\861_23_01_01_01_kids-talking_positive.wav,positive
8924,data/training\Actor_23\865_23_01_01_02_dogs-sitting-manipulated-_positive.wav,positive
